GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
UKB_1180_Morning_or_evening_person_chronotype	region1496	FALSE	Lung	cg11245205	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1520	FALSE	ColonTransverse	cg09874310	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region158	FALSE	ColonTransverse	cg23473493	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1047	FALSE	BreastMammaryTissue	cg06564877	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1120	FALSE	Lung	cg26985203	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1231	FALSE	ColonTransverse	cg24566088	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1373	FALSE	Lung	cg17527443	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region1532	FALSE	Lung	cg26355573	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region166	FALSE	ColonTransverse	cg27628985	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region285	FALSE	ColonTransverse	cg18795116	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region381	FALSE	Prostate	cg15681326	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region389	FALSE	Ovary	cg07464113	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region54	FALSE	ColonTransverse	cg13456504	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region571	FALSE	ColonTransverse	cg06801352	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region640	FALSE	Lung	cg11615758	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region737	FALSE	Ovary	cg27239981	TRUE
UKB_1200_Sleeplessness_or_insomnia	region1050	FALSE	Ovary	cg17975283	TRUE
UKB_1200_Sleeplessness_or_insomnia	region853	FALSE	Lung	cg10206601	TRUE
UKB_1200_Sleeplessness_or_insomnia	region348	FALSE	Lung	cg16634544	TRUE
UKB_1200_Sleeplessness_or_insomnia	region411	FALSE	ColonTransverse	cg15309905	TRUE
UKB_20002_1065_self_reported_hypertension	region1095	FALSE	Ovary	cg05850752	TRUE
UKB_20002_1065_self_reported_hypertension	region1101	FALSE	Prostate	cg11976953	TRUE
UKB_20002_1065_self_reported_hypertension	region1122	FALSE	WholeBlood	cg27663642	TRUE
UKB_20002_1065_self_reported_hypertension	region1127	FALSE	Lung	cg25406518	TRUE
UKB_20002_1065_self_reported_hypertension	region1129	FALSE	ColonTransverse	cg02031362	TRUE
UKB_20002_1065_self_reported_hypertension	region1159	FALSE	WholeBlood	cg07896967	TRUE
UKB_20002_1065_self_reported_hypertension	region1210	FALSE	Lung	cg10366797	TRUE
UKB_20002_1065_self_reported_hypertension	region1446	FALSE	ColonTransverse	cg05173811	TRUE
UKB_20002_1065_self_reported_hypertension	region1485	FALSE	ColonTransverse	cg17139732	TRUE
UKB_20002_1065_self_reported_hypertension	region1508	FALSE	ColonTransverse	cg12493036	TRUE
UKB_20002_1065_self_reported_hypertension	region1578	FALSE	Lung	cg12766011	TRUE
UKB_20002_1065_self_reported_hypertension	region1585	FALSE	ColonTransverse	cg15194935	TRUE
UKB_20002_1065_self_reported_hypertension	region1586	FALSE	ColonTransverse	cg18549857	TRUE
UKB_20002_1065_self_reported_hypertension	region16	FALSE	Testis	cg06892553	TRUE
UKB_20002_1065_self_reported_hypertension	region1610	FALSE	Lung	cg17945097	TRUE
UKB_20002_1065_self_reported_hypertension	region1643	FALSE	Ovary	cg23807718	TRUE
UKB_20002_1065_self_reported_hypertension	region1649	FALSE	ColonTransverse	cg12853789	TRUE
UKB_20002_1065_self_reported_hypertension	region1655	FALSE	Prostate	cg14868760	TRUE
UKB_20002_1065_self_reported_hypertension	region309	FALSE	Ovary	cg14538606	TRUE
UKB_20002_1065_self_reported_hypertension	region552	FALSE	Ovary	cg01369914	TRUE
UKB_20002_1065_self_reported_hypertension	region6	FALSE	ColonTransverse	cg12804772	TRUE
UKB_20002_1065_self_reported_hypertension	region8	FALSE	ColonTransverse	cg05228408	TRUE
UKB_20002_1065_self_reported_hypertension	region853	FALSE	Testis	cg18477422	TRUE
UKB_20002_1065_self_reported_hypertension	region855	FALSE	ColonTransverse	cg18075392	TRUE
UKB_20002_1065_self_reported_hypertension	region864	FALSE	Ovary	cg06642489	TRUE
UKB_20002_1065_self_reported_hypertension	region897	FALSE	Ovary	cg20176142	TRUE
UKB_20002_1065_self_reported_hypertension	region1022	FALSE	ColonTransverse	cg12643710	TRUE
UKB_20002_1065_self_reported_hypertension	region1039	FALSE	Lung	cg07696959	TRUE
UKB_20002_1065_self_reported_hypertension	region1063	FALSE	Ovary	cg09261262	TRUE
UKB_20002_1065_self_reported_hypertension	region1069	FALSE	Ovary	cg00174855	TRUE
UKB_20002_1065_self_reported_hypertension	region1092	FALSE	Prostate	cg09421083	TRUE
UKB_20002_1065_self_reported_hypertension	region1115	FALSE	ColonTransverse	cg12781568	TRUE
UKB_20002_1065_self_reported_hypertension	region1121	FALSE	ColonTransverse	cg06602542	TRUE
UKB_20002_1065_self_reported_hypertension	region118	FALSE	Ovary	cg07502417	TRUE
UKB_20002_1065_self_reported_hypertension	region147	FALSE	WholeBlood	cg12404044	TRUE
UKB_20002_1065_self_reported_hypertension	region1472	FALSE	ColonTransverse	cg00907752	TRUE
UKB_20002_1065_self_reported_hypertension	region1481	FALSE	MuscleSkeletal	cg08949735	TRUE
UKB_20002_1065_self_reported_hypertension	region1675	FALSE	Testis	cg10815453	TRUE
UKB_20002_1065_self_reported_hypertension	region226	FALSE	WholeBlood	cg16776097	TRUE
UKB_20002_1065_self_reported_hypertension	region301	FALSE	Ovary	cg22674467	TRUE
UKB_20002_1065_self_reported_hypertension	region53	FALSE	ColonTransverse	cg13109106	TRUE
UKB_20002_1065_self_reported_hypertension	region612	FALSE	Ovary	cg05767891	TRUE
UKB_20002_1065_self_reported_hypertension	region648	FALSE	WholeBlood	cg07636178	TRUE
UKB_20002_1065_self_reported_hypertension	region807	FALSE	Lung	cg06553984	TRUE
UKB_20002_1065_self_reported_hypertension	region822	FALSE	ColonTransverse	cg08250548	TRUE
UKB_20002_1065_self_reported_hypertension	region835	FALSE	Ovary	cg09817217	TRUE
UKB_20002_1065_self_reported_hypertension	region839	FALSE	Lung	cg21803088	TRUE
UKB_20002_1065_self_reported_hypertension	region866	FALSE	Ovary	cg08715231	TRUE
UKB_20002_1111_self_reported_asthma	region1135	FALSE	ColonTransverse	cg10400081	TRUE
UKB_20002_1111_self_reported_asthma	region1159	FALSE	Prostate	cg01101960	TRUE
UKB_20002_1111_self_reported_asthma	region1164	FALSE	Ovary	cg00804785	TRUE
UKB_20002_1111_self_reported_asthma	region1251	FALSE	Ovary	cg18971251	TRUE
UKB_20002_1111_self_reported_asthma	region1353	FALSE	Lung	cg18825221	TRUE
UKB_20002_1111_self_reported_asthma	region137	FALSE	ColonTransverse	cg06702484	TRUE
UKB_20002_1111_self_reported_asthma	region275	FALSE	Lung	cg02698622	TRUE
UKB_20002_1111_self_reported_asthma	region428	FALSE	Lung	cg10387769	TRUE
UKB_20002_1111_self_reported_asthma	region649	FALSE	Ovary	cg00631329	TRUE
UKB_20002_1111_self_reported_asthma	region653	FALSE	Ovary	cg06206827	TRUE
UKB_20002_1111_self_reported_asthma	region656	FALSE	KidneyCortex	cg24129356	TRUE
UKB_20002_1111_self_reported_asthma	region657	FALSE	Ovary	cg02856860	TRUE
UKB_20002_1111_self_reported_asthma	region764	FALSE	Lung	cg11187739	TRUE
UKB_20002_1111_self_reported_asthma	region897	FALSE	ColonTransverse	cg09533845	TRUE
UKB_20002_1111_self_reported_asthma	region1016	FALSE	ColonTransverse	cg14207001	TRUE
UKB_20002_1111_self_reported_asthma	region1233	FALSE	Ovary	cg05055747	TRUE
UKB_20002_1111_self_reported_asthma	region1404	FALSE	ColonTransverse	cg03300961	TRUE
UKB_20002_1111_self_reported_asthma	region1438	FALSE	WholeBlood	cg07242609	TRUE
UKB_20002_1111_self_reported_asthma	region1599	FALSE	ColonTransverse	cg27586885	TRUE
UKB_20002_1111_self_reported_asthma	region1668	FALSE	Lung	cg22698744	TRUE
UKB_20002_1111_self_reported_asthma	region396	FALSE	Lung	cg17657502	TRUE
UKB_20002_1111_self_reported_asthma	region543	FALSE	Ovary	cg01027405	TRUE
UKB_20002_1111_self_reported_asthma	region612	FALSE	Lung	cg25077558	TRUE
UKB_20002_1111_self_reported_asthma	region645	FALSE	Ovary	cg15541384	TRUE
UKB_20002_1111_self_reported_asthma	region690	FALSE	WholeBlood	cg18477569	TRUE
UKB_20002_1111_self_reported_asthma	region710	FALSE	ColonTransverse	cg16465083	TRUE
UKB_20002_1111_self_reported_asthma	region82	FALSE	Prostate	cg22356347	TRUE
UKB_20002_1111_self_reported_asthma	region85	FALSE	ColonTransverse	cg16600909	TRUE
UKB_20002_1111_self_reported_asthma	region940	FALSE	MuscleSkeletal	cg03798910	TRUE
UKB_20002_1111_self_reported_asthma	region951	FALSE	Lung	cg01383724	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1015	FALSE	Prostate	cg01476568	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region12	FALSE	Ovary	cg07848608	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1353	FALSE	ColonTransverse	cg18825221	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1583	FALSE	ColonTransverse	cg07545014	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1590	FALSE	Lung	cg15084902	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1692	FALSE	Lung	cg05209515	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region517	FALSE	MuscleSkeletal	cg22062306	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region599	FALSE	Prostate	cg14780083	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region630	FALSE	Prostate	cg13299325	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region652	FALSE	Lung	cg06343355	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region654	FALSE	Lung	cg17849733	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region851	FALSE	Prostate	cg13126121	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region853	FALSE	Testis	cg18477422	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region924	FALSE	Ovary	cg07018107	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region932	FALSE	Ovary	cg17481940	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1116	FALSE	ColonTransverse	cg19695151	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1147	FALSE	ColonTransverse	cg09673061	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region132	FALSE	Lung	cg06500727	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region139	FALSE	ColonTransverse	cg05866504	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1390	FALSE	Ovary	cg25864633	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1477	FALSE	ColonTransverse	cg09395612	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1489	FALSE	Ovary	cg06020462	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region349	FALSE	Lung	cg00261569	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region419	FALSE	ColonTransverse	cg06535121	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region430	FALSE	MuscleSkeletal	cg16205251	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region579	FALSE	Prostate	cg05225461	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region648	FALSE	Prostate	cg14030158	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region650	FALSE	Prostate	cg19041857	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region651	FALSE	ColonTransverse	cg08638886	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region690	FALSE	Lung	cg16571137	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region768	FALSE	ColonTransverse	cg23496403	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region919	FALSE	ColonTransverse	cg19620294	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region927	FALSE	Lung	cg20482639	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region940	FALSE	ColonTransverse	cg16051589	TRUE
UKB_20002_1265_self_reported_migraine	region1	FALSE	ColonTransverse	cg01961086	TRUE
UKB_20002_1265_self_reported_migraine	region1212	FALSE	Ovary	cg10233454	TRUE
UKB_20002_1265_self_reported_migraine	region268	FALSE	Ovary	cg12488871	TRUE
UKB_20002_1265_self_reported_migraine	region77	FALSE	WholeBlood	cg25659938	TRUE
UKB_20002_1265_self_reported_migraine	region640	FALSE	Ovary	cg02098414	TRUE
UKB_20002_1265_self_reported_migraine	region694	FALSE	Ovary	cg20540345	TRUE
UKB_20002_1265_self_reported_migraine	region70	FALSE	ColonTransverse	cg00168706	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region1129	FALSE	WholeBlood	cg14030993	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region1135	FALSE	Testis	cg10400081	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region1653	FALSE	MuscleSkeletal	cg24936179	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region654	FALSE	Lung	cg00332148	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region75	FALSE	Ovary	cg00929661	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region1438	FALSE	MuscleSkeletal	cg19767048	TRUE
UKB_20002_1453_self_reported_psoriasis	region1173	FALSE	ColonTransverse	cg06345087	TRUE
UKB_20002_1453_self_reported_psoriasis	region607	FALSE	Ovary	cg19112952	TRUE
UKB_20002_1453_self_reported_psoriasis	region74	FALSE	Ovary	cg17242116	TRUE
UKB_20002_1453_self_reported_psoriasis	region959	FALSE	Prostate	cg03848588	TRUE
UKB_20002_1463_self_reported_ulcerative_colitis	region12	FALSE	ColonTransverse	cg09550558	TRUE
UKB_20002_1463_self_reported_ulcerative_colitis	region105	FALSE	ColonTransverse	cg16247264	TRUE
UKB_20002_1466_self_reported_gout	region1129	FALSE	Ovary	cg15850078	TRUE
UKB_20002_1466_self_reported_gout	region1047	FALSE	Ovary	cg19880462	TRUE
UKB_20002_1466_self_reported_gout	region562	FALSE	ColonTransverse	cg01170694	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1585	FALSE	Prostate	cg17155016	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1628	FALSE	Lung	cg10663474	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region654	FALSE	ColonTransverse	cg23533285	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region718	FALSE	Ovary	cg17509516	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1078	FALSE	Ovary	cg26380291	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region121	FALSE	Lung	cg26314722	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region144	FALSE	Prostate	cg25035485	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region401	FALSE	Prostate	cg10195146	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region445	FALSE	Prostate	cg07461115	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region563	FALSE	Ovary	cg27378540	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region611	FALSE	Prostate	cg17101560	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region885	FALSE	MuscleSkeletal	cg20828742	TRUE
UKB_20016_Fluid_intelligence_score	region1073	FALSE	ColonTransverse	cg14789214	TRUE
UKB_20016_Fluid_intelligence_score	region1439	FALSE	Prostate	cg26666580	TRUE
UKB_20016_Fluid_intelligence_score	region654	FALSE	Lung	cg26392102	TRUE
UKB_20016_Fluid_intelligence_score	region702	FALSE	ColonTransverse	cg14618923	TRUE
UKB_20016_Fluid_intelligence_score	region774	FALSE	ColonTransverse	cg24745803	TRUE
UKB_20016_Fluid_intelligence_score	region1225	FALSE	Ovary	cg22223114	TRUE
UKB_20016_Fluid_intelligence_score	region509	FALSE	Lung	cg11369235	TRUE
UKB_20016_Fluid_intelligence_score	region555	FALSE	ColonTransverse	cg00960071	TRUE
UKB_20022_Birth_weight	region1322	FALSE	Lung	cg09778980	TRUE
UKB_20022_Birth_weight	region145	FALSE	ColonTransverse	cg05883499	TRUE
UKB_20022_Birth_weight	region1498	FALSE	Lung	cg09088279	TRUE
UKB_20022_Birth_weight	region1701	FALSE	ColonTransverse	cg05097275	TRUE
UKB_20022_Birth_weight	region599	FALSE	KidneyCortex	cg03316495	TRUE
UKB_20022_Birth_weight	region745	FALSE	Ovary	cg12150100	TRUE
UKB_20022_Birth_weight	region761	FALSE	Prostate	cg17912203	TRUE
UKB_20022_Birth_weight	region819	FALSE	MuscleSkeletal	cg06783429	TRUE
UKB_20022_Birth_weight	region932	FALSE	Lung	cg02224142	TRUE
UKB_20022_Birth_weight	region1195	FALSE	Testis	cg09640070	TRUE
UKB_20022_Birth_weight	region1206	FALSE	Ovary	cg00808740	TRUE
UKB_20022_Birth_weight	region1373	FALSE	MuscleSkeletal	cg02032125	TRUE
UKB_20022_Birth_weight	region1697	FALSE	ColonTransverse	cg01234420	TRUE
UKB_20022_Birth_weight	region351	FALSE	ColonTransverse	cg16021135	TRUE
UKB_20022_Birth_weight	region372	FALSE	ColonTransverse	cg24085451	TRUE
UKB_20022_Birth_weight	region414	FALSE	Prostate	cg13111374	TRUE
UKB_20022_Birth_weight	region491	FALSE	Ovary	cg15319311	TRUE
UKB_20022_Birth_weight	region612	FALSE	Ovary	cg05767891	TRUE
UKB_20022_Birth_weight	region728	FALSE	Lung	cg15390122	TRUE
UKB_20022_Birth_weight	region762	FALSE	Ovary	cg08153160	TRUE
UKB_20022_Birth_weight	region874	FALSE	Ovary	cg07977881	TRUE
UKB_20022_Birth_weight	region982	FALSE	Lung	cg13456470	TRUE
UKB_20127_Neuroticism_score	region1355	FALSE	KidneyCortex	cg20382622	TRUE
UKB_20127_Neuroticism_score	region1480	FALSE	ColonTransverse	cg04072301	TRUE
UKB_20127_Neuroticism_score	region1527	FALSE	ColonTransverse	cg20441606	TRUE
UKB_20127_Neuroticism_score	region655	FALSE	KidneyCortex	cg03543593	TRUE
UKB_20127_Neuroticism_score	region745	FALSE	Ovary	cg06100570	TRUE
UKB_20127_Neuroticism_score	region855	FALSE	Ovary	cg21557098	TRUE
UKB_20127_Neuroticism_score	region1549	FALSE	Ovary	cg00032391	TRUE
UKB_20127_Neuroticism_score	region301	FALSE	ColonTransverse	cg12776605	TRUE
UKB_20127_Neuroticism_score	region348	FALSE	ColonTransverse	cg04328677	TRUE
UKB_20127_Neuroticism_score	region514	FALSE	BreastMammaryTissue	cg24368880	TRUE
UKB_20127_Neuroticism_score	region640	FALSE	Ovary	cg23969922	TRUE
UKB_20127_Neuroticism_score	region744	FALSE	Lung	cg08962362	TRUE
UKB_20127_Neuroticism_score	region838	FALSE	WholeBlood	cg27127927	TRUE
UKB_20127_Neuroticism_score	region848	FALSE	Lung	cg23818621	TRUE
UKB_20127_Neuroticism_score	region884	FALSE	Lung	cg23739762	TRUE
UKB_20127_Neuroticism_score	region982	FALSE	Lung	cg13456470	TRUE
UKB_21001_Body_mass_index_BMI	region1	FALSE	ColonTransverse	cg17455297	TRUE
UKB_21001_Body_mass_index_BMI	region1070	FALSE	Prostate	cg08144021	TRUE
UKB_21001_Body_mass_index_BMI	region1074	FALSE	Lung	cg05873389	TRUE
UKB_21001_Body_mass_index_BMI	region1130	FALSE	Ovary	cg01021410	TRUE
UKB_21001_Body_mass_index_BMI	region1212	FALSE	Ovary	cg05024612	TRUE
UKB_21001_Body_mass_index_BMI	region1309	FALSE	KidneyCortex	cg01244946	TRUE
UKB_21001_Body_mass_index_BMI	region1407	FALSE	Lung	cg24009358	TRUE
UKB_21001_Body_mass_index_BMI	region1430	FALSE	Lung	cg21863351	TRUE
UKB_21001_Body_mass_index_BMI	region146	FALSE	Lung	cg01884057	TRUE
UKB_21001_Body_mass_index_BMI	region1487	FALSE	Lung	cg25750800	TRUE
UKB_21001_Body_mass_index_BMI	region1497	FALSE	ColonTransverse	cg21806832	TRUE
UKB_21001_Body_mass_index_BMI	region1509	FALSE	Ovary	cg14634687	TRUE
UKB_21001_Body_mass_index_BMI	region1526	FALSE	Lung	cg01765967	TRUE
UKB_21001_Body_mass_index_BMI	region1578	FALSE	ColonTransverse	cg10653504	TRUE
UKB_21001_Body_mass_index_BMI	region1600	FALSE	MuscleSkeletal	cg03070989	TRUE
UKB_21001_Body_mass_index_BMI	region1608	FALSE	Ovary	cg19822309	TRUE
UKB_21001_Body_mass_index_BMI	region1645	FALSE	Prostate	cg25380214	TRUE
UKB_21001_Body_mass_index_BMI	region19	FALSE	Lung	cg27650656	TRUE
UKB_21001_Body_mass_index_BMI	region306	FALSE	Ovary	cg11170016	TRUE
UKB_21001_Body_mass_index_BMI	region310	FALSE	Ovary	cg24308560	TRUE
UKB_21001_Body_mass_index_BMI	region599	FALSE	Lung	cg13728768	TRUE
UKB_21001_Body_mass_index_BMI	region649	FALSE	Prostate	cg16482183	TRUE
UKB_21001_Body_mass_index_BMI	region68	FALSE	ColonTransverse	cg18156192	TRUE
UKB_21001_Body_mass_index_BMI	region702	FALSE	ColonTransverse	cg14618923	TRUE
UKB_21001_Body_mass_index_BMI	region73	FALSE	Lung	cg23010096	TRUE
UKB_21001_Body_mass_index_BMI	region743	FALSE	Lung	cg11561251	TRUE
UKB_21001_Body_mass_index_BMI	region834	FALSE	Prostate	cg11857646	TRUE
UKB_21001_Body_mass_index_BMI	region851	FALSE	WholeBlood	cg16423305	TRUE
UKB_21001_Body_mass_index_BMI	region853	FALSE	Lung	cg16773768	TRUE
UKB_21001_Body_mass_index_BMI	region855	FALSE	Ovary	cg05635807	TRUE
UKB_21001_Body_mass_index_BMI	region932	FALSE	Prostate	cg03716032	TRUE
UKB_21001_Body_mass_index_BMI	region979	FALSE	Ovary	cg01176130	TRUE
UKB_21001_Body_mass_index_BMI	region103	FALSE	Lung	cg03698766	TRUE
UKB_21001_Body_mass_index_BMI	region1063	FALSE	Ovary	cg23618091	TRUE
UKB_21001_Body_mass_index_BMI	region1078	FALSE	Ovary	cg09603306	TRUE
UKB_21001_Body_mass_index_BMI	region1103	FALSE	Prostate	cg09783949	TRUE
UKB_21001_Body_mass_index_BMI	region1114	FALSE	Ovary	cg23064082	TRUE
UKB_21001_Body_mass_index_BMI	region1162	FALSE	Lung	cg22994024	TRUE
UKB_21001_Body_mass_index_BMI	region1231	FALSE	WholeBlood	cg12414174	TRUE
UKB_21001_Body_mass_index_BMI	region1268	FALSE	ColonTransverse	cg09469986	TRUE
UKB_21001_Body_mass_index_BMI	region128	FALSE	Ovary	cg12298890	TRUE
UKB_21001_Body_mass_index_BMI	region1373	FALSE	Ovary	cg14007694	TRUE
UKB_21001_Body_mass_index_BMI	region1411	FALSE	Lung	cg25632853	TRUE
UKB_21001_Body_mass_index_BMI	region1415	FALSE	Ovary	cg16230724	TRUE
UKB_21001_Body_mass_index_BMI	region1466	FALSE	Ovary	cg08144675	TRUE
UKB_21001_Body_mass_index_BMI	region147	FALSE	BreastMammaryTissue	cg09153930	TRUE
UKB_21001_Body_mass_index_BMI	region1507	FALSE	ColonTransverse	cg22998028	TRUE
UKB_21001_Body_mass_index_BMI	region1561	FALSE	Prostate	cg11436943	TRUE
UKB_21001_Body_mass_index_BMI	region1580	FALSE	Lung	cg08620237	TRUE
UKB_21001_Body_mass_index_BMI	region1644	FALSE	Ovary	cg17499682	TRUE
UKB_21001_Body_mass_index_BMI	region341	FALSE	Lung	cg25236749	TRUE
UKB_21001_Body_mass_index_BMI	region379	FALSE	Ovary	cg24796450	TRUE
UKB_21001_Body_mass_index_BMI	region381	FALSE	Lung	cg13519184	TRUE
UKB_21001_Body_mass_index_BMI	region401	FALSE	MuscleSkeletal	cg25354617	TRUE
UKB_21001_Body_mass_index_BMI	region444	FALSE	Lung	cg09632271	TRUE
UKB_21001_Body_mass_index_BMI	region54	FALSE	WholeBlood	cg27523527	TRUE
UKB_21001_Body_mass_index_BMI	region571	FALSE	Lung	cg02225085	TRUE
UKB_21001_Body_mass_index_BMI	region581	FALSE	Ovary	cg24224080	TRUE
UKB_21001_Body_mass_index_BMI	region601	FALSE	Ovary	cg13575217	TRUE
UKB_21001_Body_mass_index_BMI	region619	FALSE	Prostate	cg04001520	TRUE
UKB_21001_Body_mass_index_BMI	region640	FALSE	Lung	cg11615758	TRUE
UKB_21001_Body_mass_index_BMI	region708	FALSE	MuscleSkeletal	cg14710084	TRUE
UKB_21001_Body_mass_index_BMI	region933	FALSE	Prostate	cg21741708	TRUE
UKB_21001_Body_mass_index_BMI	region946	FALSE	Prostate	cg23655995	TRUE
UKB_23099_Body_fat_percentage	region1070	FALSE	Prostate	cg08144021	TRUE
UKB_23099_Body_fat_percentage	region1086	FALSE	MuscleSkeletal	cg04497547	TRUE
UKB_23099_Body_fat_percentage	region1129	FALSE	Lung	cg22438356	TRUE
UKB_23099_Body_fat_percentage	region1130	FALSE	Ovary	cg01021410	TRUE
UKB_23099_Body_fat_percentage	region1168	FALSE	MuscleSkeletal	cg03803474	TRUE
UKB_23099_Body_fat_percentage	region1252	FALSE	ColonTransverse	cg25459280	TRUE
UKB_23099_Body_fat_percentage	region1367	FALSE	Prostate	cg01742369	TRUE
UKB_23099_Body_fat_percentage	region146	FALSE	Lung	cg01884057	TRUE
UKB_23099_Body_fat_percentage	region1487	FALSE	Lung	cg25750800	TRUE
UKB_23099_Body_fat_percentage	region1497	FALSE	MuscleSkeletal	cg26857910	TRUE
UKB_23099_Body_fat_percentage	region1509	FALSE	Ovary	cg14634687	TRUE
UKB_23099_Body_fat_percentage	region1526	FALSE	Lung	cg01765967	TRUE
UKB_23099_Body_fat_percentage	region1590	FALSE	Lung	cg14317046	TRUE
UKB_23099_Body_fat_percentage	region1608	FALSE	ColonTransverse	cg19822309	TRUE
UKB_23099_Body_fat_percentage	region1609	FALSE	ColonTransverse	cg15274563	TRUE
UKB_23099_Body_fat_percentage	region1645	FALSE	Prostate	cg25380214	TRUE
UKB_23099_Body_fat_percentage	region1692	FALSE	Lung	cg03162506	TRUE
UKB_23099_Body_fat_percentage	region197	FALSE	Ovary	cg14245473	TRUE
UKB_23099_Body_fat_percentage	region236	FALSE	Lung	cg01018128	TRUE
UKB_23099_Body_fat_percentage	region306	FALSE	Ovary	cg11170016	TRUE
UKB_23099_Body_fat_percentage	region318	FALSE	WholeBlood	cg05845219	TRUE
UKB_23099_Body_fat_percentage	region399	FALSE	Lung	cg09237302	TRUE
UKB_23099_Body_fat_percentage	region655	FALSE	Ovary	cg03228773	TRUE
UKB_23099_Body_fat_percentage	region745	FALSE	Ovary	cg06100570	TRUE
UKB_23099_Body_fat_percentage	region853	FALSE	ColonTransverse	cg14240994	TRUE
UKB_23099_Body_fat_percentage	region979	FALSE	Ovary	cg01176130	TRUE
UKB_23099_Body_fat_percentage	region1055	FALSE	Lung	cg24427089	TRUE
UKB_23099_Body_fat_percentage	region1063	FALSE	Lung	cg23618091	TRUE
